venta_id,fecha,año,mes,trimestre,modelo,marca,tipo,segmento,precio_lista,precio_venta,descuento_pct,descuento_monto,precio_final,accesorios_monto,precio_total,costo_vehiculo,margen_bruto,margen_pct,ganancia_neta,vendedor,zona,senioridad,comision_vendedor,financiacion,origen_lead,permuta,valor_permuta,num_accesorios,dias_cierre,test_drive,rating_cliente
VTA-01222,2023-03-01,2023,3,Q1,Jeep Compass,Jeep,SUV,Luxury,25000000,24950000,3,748500,24201500,259051,24460551,17800000,6401500,26.5,6505120,Martín López,Oeste,Junior,484030,Contado,Web,0,0,1,20,0,4
VTA-02091,2023-03-02,2023,3,Q1,Jeep Compass,Jeep,SUV,Luxury,25000000,25350000,2,507000,24843000,257099,25100099,17800000,7043000,28.4,7145839,Sofía Herrera,Sur,Senior,857083,Cuotas 36x,Web,1,4000000,1,8,1,5
VTA-03564,2023-03-02,2023,3,Q1,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,21700000,1,217000,21483000,0,21483000,15800000,5683000,26.5,5683000,Paula Gómez,Centro,Senior,716458,Contado,Showroom,0,0,0,20,1,5
VTA-01344,2023-03-04,2023,3,Q1,Toyota Yaris,Toyota,Hatchback,Intermedio,8500000,8750000,2,175000,8575000,0,8575000,6100000,2475000,28.9,2475000,Sofía Herrera,Sur,Senior,295838,Contado,Web,0,0,0,3,0,5
VTA-01386,2023-03-04,2023,3,Q1,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,21650000,1,216500,21433500,0,21433500,15800000,5633500,26.3,5633500,Carlos Méndez,Norte,Senior,690159,Plan de ahorro,Showroom,0,0,0,3,1,5
VTA-02242,2023-03-04,2023,3,Q1,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,11250000,0,0,11250000,319176,11569176,7900000,3350000,29.8,3477670,Diego Romero,Centro,Junior,247500,Cuotas 24x,Web,0,0,2,1,0,5
VTA-00473,2023-03-05,2023,3,Q1,Mercedes-Benz GLA,Mercedes-Benz,SUV,Luxury,52000000,49600000,2,992000,48608000,0,48608000,36400000,12208000,25.1,12208000,Valentina Cruz,Este,Senior,1732875,Plan de ahorro,Referido,0,0,0,7,1,5
VTA-00084,2023-03-05,2023,3,Q1,Ford EcoSport,Ford,SUV,Intermedio,10500000,10500000,1,105000,10395000,491850,10886850,7600000,2795000,26.9,2991740,Lucía Fernández,Norte,Semi-Senior,272869,Cuotas 24x,Showroom,0,0,3,12,0,4
VTA-01859,2023-03-05,2023,3,Q1,Renault Kwid,Renault,Hatchback,Económico,3500000,3350000,5,167500,3182500,0,3182500,2600000,582500,18.3,582500,Carlos Méndez,Norte,Senior,102476,Cuotas 12x,Referido,0,0,0,7,0,4
VTA-01144,2023-03-05,2023,3,Q1,Mercedes-Benz GLA,Mercedes-Benz,SUV,Luxury,52000000,52400000,2,1048000,51352000,0,51352000,36400000,14952000,29.1,14952000,Paula Gómez,Centro,Senior,1712589,Contado,WhatsApp,0,0,0,7,1,5
VTA-03002,2023-03-05,2023,3,Q1,Ford Ka,Ford,Hatchback,Económico,4000000,4000000,5,200000,3800000,239832,4039832,2950000,850000,22.4,945932,Paula Gómez,Centro,Senior,126730,Cuotas 36x,Web,1,1500000,1,12,1,5
VTA-03140,2023-03-05,2023,3,Q1,Jeep Compass,Jeep,SUV,Luxury,25000000,25650000,1,256500,25393500,173699,25567199,17800000,7593500,29.9,7662979,Joaquín Torres,Sur,Semi-Senior,693243,Contado,Web,0,0,2,8,1,5
VTA-01991,2023-03-05,2023,3,Q1,Peugeot 208,Peugeot,Hatchback,Intermedio,8200000,7750000,3,232500,7517500,623504,8141004,5900000,1617500,21.5,1866901,Carlos Méndez,Norte,Senior,242063,Cuotas 12x,Web,0,0,3,28,0,4
VTA-02382,2023-03-06,2023,3,Q1,Chevrolet Onix,Chevrolet,Hatchback,Económico,5800000,5850000,0,0,5850000,633282,6483282,4200000,1650000,28.2,1903312,Sofía Herrera,Sur,Senior,201825,Cuotas 12x,Showroom,0,0,3,1,1,5
VTA-00683,2023-03-06,2023,3,Q1,Jeep Compass,Jeep,SUV,Luxury,25000000,25750000,0,0,25750000,228108,25978108,17800000,7950000,30.9,8041243,Joaquín Torres,Sur,Semi-Senior,702975,Contado,Showroom,1,8450000,1,17,1,5
VTA-00464,2023-03-06,2023,3,Q1,BMW Serie 3,BMW,Sedán,Luxury,48000000,47050000,1,470500,46579500,166394,46745894,33600000,12979500,27.9,13046057,Lucía Fernández,Norte,Semi-Senior,1222712,Contado,Instagram,0,0,1,15,1,5
VTA-03944,2023-03-06,2023,3,Q1,Chevrolet S10,Chevrolet,Pickup,Premium,23000000,23050000,1,230500,22819500,0,22819500,16500000,6319500,27.7,6319500,Paula Gómez,Centro,Senior,761030,Contado,Showroom,1,8000000,0,24,1,2
VTA-00756,2023-03-07,2023,3,Q1,Renault Sandero,Renault,Hatchback,Económico,4800000,4700000,0,0,4700000,371139,5071139,3500000,1200000,25.5,1348455,Valentina Cruz,Este,Senior,167555,Cuotas 24x,WhatsApp,0,0,2,4,0,5
VTA-02892,2023-03-07,2023,3,Q1,Chevrolet Onix,Chevrolet,Hatchback,Económico,5800000,5600000,0,0,5600000,138986,5738986,4200000,1400000,25.0,1455594,Lucía Fernández,Norte,Semi-Senior,147000,Cuotas 12x,WhatsApp,0,0,1,4,0,4
VTA-00744,2023-03-08,2023,3,Q1,Jeep Renegade,Jeep,SUV,Premium,17500000,16950000,0,0,16950000,0,16950000,12500000,4450000,26.3,4450000,Joaquín Torres,Sur,Semi-Senior,462735,Leasing,Web,0,0,0,1,1,4
VTA-03344,2023-03-08,2023,3,Q1,Mercedes-Benz GLA,Mercedes-Benz,SUV,Luxury,52000000,50050000,1,500500,49549500,0,49549500,36400000,13149500,26.5,13149500,Diego Romero,Centro,Junior,1090089,Cuotas 36x,Web,0,0,0,31,1,5
VTA-02519,2023-03-08,2023,3,Q1,Toyota Corolla,Toyota,Sedán,Intermedio,14500000,14300000,3,429000,13871000,404055,14275055,10200000,3671000,26.5,3832622,Valentina Cruz,Este,Senior,494501,Cuotas 12x,Web,1,4850000,3,5,1,1
VTA-01359,2023-03-08,2023,3,Q1,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9200000,3,276000,8924000,368025,9292025,6900000,2024000,22.7,2171210,Sofía Herrera,Sur,Senior,307878,Cuotas 36x,Instagram,0,0,2,3,0,4
VTA-03625,2023-03-08,2023,3,Q1,Chevrolet S10,Chevrolet,Pickup,Premium,23000000,22250000,3,667500,21582500,369521,21952021,16500000,5082500,23.5,5230308,Valentina Cruz,Este,Senior,769416,Cuotas 24x,Referido,1,4450000,3,18,1,4
VTA-03727,2023-03-08,2023,3,Q1,Chevrolet S10,Chevrolet,Pickup,Premium,23000000,21750000,0,0,21750000,136755,21886755,16500000,5250000,24.1,5304702,Sofía Herrera,Sur,Senior,750375,Contado,Instagram,0,0,2,2,1,5
VTA-02864,2023-03-09,2023,3,Q1,Toyota Corolla,Toyota,Sedán,Intermedio,14500000,13900000,0,0,13900000,406718,14306718,10200000,3700000,26.6,3862687,Lucía Fernández,Norte,Semi-Senior,364875,Contado,Showroom,0,0,2,18,1,4
VTA-00161,2023-03-09,2023,3,Q1,Renault Oroch,Renault,Pickup,Intermedio,13000000,13400000,1,134000,13266000,322559,13588559,9400000,3866000,29.1,3995023,Joaquín Torres,Sur,Semi-Senior,362162,Cuotas 24x,Referido,0,0,2,12,1,4
VTA-00048,2023-03-09,2023,3,Q1,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,22050000,2,441000,21609000,0,21609000,15800000,5809000,26.9,5809000,Sofía Herrera,Sur,Senior,745510,Cuotas 24x,Referido,0,0,0,1,1,5
VTA-02370,2023-03-10,2023,3,Q1,Volkswagen Gol,Volkswagen,Hatchback,Económico,4200000,4350000,3,130500,4219500,0,4219500,3100000,1119500,26.5,1119500,Carlos Méndez,Norte,Senior,135868,Contado,Showroom,0,0,0,8,1,5
VTA-01018,2023-03-10,2023,3,Q1,Chevrolet S10,Chevrolet,Pickup,Premium,23000000,21950000,0,0,21950000,98501,22048501,16500000,5450000,24.8,5489400,Joaquín Torres,Sur,Semi-Senior,599235,Leasing,Showroom,0,0,1,22,1,5
VTA-02497,2023-03-10,2023,3,Q1,Volkswagen Polo,Volkswagen,Hatchback,Intermedio,7800000,8050000,2,161000,7889000,148016,8037016,5600000,2289000,29.0,2348206,Joaquín Torres,Sur,Semi-Senior,215370,Cuotas 12x,Showroom,0,0,1,3,1,4
VTA-01888,2023-03-10,2023,3,Q1,Volkswagen Polo,Volkswagen,Hatchback,Intermedio,7800000,7850000,2,157000,7693000,0,7693000,5600000,2093000,27.2,2093000,Joaquín Torres,Sur,Semi-Senior,210019,Contado,Llamada entrante,1,1650000,0,3,1,5
VTA-02823,2023-03-10,2023,3,Q1,Toyota SW4,Toyota,SUV,Luxury,42000000,40200000,0,0,40200000,165813,40365813,29500000,10700000,26.6,10766325,Sofía Herrera,Sur,Senior,1386900,Plan de ahorro,Showroom,1,14550000,1,29,1,3
VTA-03509,2023-03-10,2023,3,Q1,Renault Kwid,Renault,Hatchback,Económico,3500000,3400000,1,34000,3366000,0,3366000,2600000,766000,22.8,766000,Lucía Fernández,Norte,Semi-Senior,88358,Contado,Referido,1,1350000,0,1,1,3
VTA-02621,2023-03-11,2023,3,Q1,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11250000,3,337500,10912500,302384,11214884,8200000,2712500,24.9,2833453,Paula Gómez,Centro,Senior,363932,Cuotas 12x,Referido,0,0,2,3,1,5
VTA-01477,2023-03-11,2023,3,Q1,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11600000,0,0,11600000,146231,11746231,8200000,3400000,29.3,3458492,Sofía Herrera,Sur,Senior,400200,Cuotas 12x,Showroom,0,0,1,1,0,4
VTA-01680,2023-03-11,2023,3,Q1,Renault Kwid,Renault,Hatchback,Económico,3500000,3350000,5,167500,3182500,246088,3428588,2600000,582500,18.3,680935,Diego Romero,Centro,Junior,70015,Cuotas 12x,Showroom,1,750000,1,1,1,3
VTA-03122,2023-03-12,2023,3,Q1,Toyota SW4,Toyota,SUV,Luxury,42000000,40850000,0,0,40850000,383885,41233885,29500000,11350000,27.8,11503554,Joaquín Torres,Sur,Semi-Senior,1115205,Cuotas 12x,Web,1,7550000,2,5,1,5
VTA-01898,2023-03-12,2023,3,Q1,Renault Oroch,Renault,Pickup,Intermedio,13000000,12250000,1,122500,12127500,0,12127500,9400000,2727500,22.5,2727500,Carlos Méndez,Norte,Senior,390505,Leasing,Web,0,0,0,15,0,4
VTA-00280,2023-03-12,2023,3,Q1,Renault Sandero,Renault,Hatchback,Económico,4800000,4700000,2,94000,4606000,291219,4897219,3500000,1106000,24.0,1222487,Martín López,Oeste,Junior,92120,Contado,Referido,1,850000,1,4,0,4
VTA-01600,2023-03-12,2023,3,Q1,Chevrolet Tracker,Chevrolet,SUV,Intermedio,12500000,11850000,1,118500,11731500,0,11731500,9000000,2731500,23.3,2731500,Paula Gómez,Centro,Senior,391246,Cuotas 24x,Referido,0,0,0,19,1,4
VTA-02949,2023-03-13,2023,3,Q1,Mercedes-Benz GLA,Mercedes-Benz,SUV,Luxury,52000000,52850000,3,1585500,51264500,570162,51834662,36400000,14864500,29.0,15092564,Valentina Cruz,Este,Senior,1827579,Cuotas 12x,Web,1,14750000,3,13,1,4
VTA-00460,2023-03-13,2023,3,Q1,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,21650000,4,866000,20784000,409131,21193131,15800000,4984000,24.0,5147652,Martín López,Oeste,Junior,415680,Cuotas 36x,Web,0,0,2,2,1,4
VTA-00173,2023-03-13,2023,3,Q1,Honda HR-V,Honda,SUV,Premium,15500000,14950000,2,299000,14651000,0,14651000,11000000,3651000,24.9,3651000,Sofía Herrera,Sur,Senior,505459,Cuotas 12x,Showroom,0,0,0,44,1,5
VTA-01830,2023-03-13,2023,3,Q1,Honda Civic,Honda,Sedán,Premium,16000000,16050000,4,642000,15408000,0,15408000,11400000,4008000,26.0,4008000,Joaquín Torres,Sur,Semi-Senior,420638,Cuotas 24x,Showroom,1,3050000,0,8,1,5
VTA-02581,2023-03-13,2023,3,Q1,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9700000,2,194000,9506000,248868,9754868,6900000,2606000,27.4,2705547,Lucía Fernández,Norte,Semi-Senior,249532,Cuotas 12x,WhatsApp,0,0,2,14,0,5
VTA-03887,2023-03-14,2023,3,Q1,Renault Kwid,Renault,Hatchback,Económico,3500000,3500000,1,35000,3465000,387723,3852723,2600000,865000,25.0,1020089,Sofía Herrera,Sur,Senior,119542,Cuotas 36x,Web,1,1400000,2,3,0,5
VTA-03623,2023-03-14,2023,3,Q1,Renault Duster,Renault,SUV,Intermedio,9800000,9250000,2,185000,9065000,263871,9328871,7100000,1965000,21.7,2070548,Martín López,Oeste,Junior,181300,Contado,Referido,1,2950000,1,2,1,5
VTA-01849,2023-03-14,2023,3,Q1,Chevrolet Tracker,Chevrolet,SUV,Intermedio,12500000,12200000,1,122000,12078000,0,12078000,9000000,3078000,25.5,3078000,Martín López,Oeste,Junior,241560,Cuotas 12x,WhatsApp,0,0,0,18,1,3
VTA-03334,2023-03-14,2023,3,Q1,Volkswagen Polo,Volkswagen,Hatchback,Intermedio,7800000,7500000,0,0,7500000,484805,7984805,5600000,1900000,25.3,2093922,Martín López,Oeste,Junior,150000,Cuotas 24x,Showroom,0,0,3,7,1,2
VTA-03120,2023-03-14,2023,3,Q1,Volkswagen Polo,Volkswagen,Hatchback,Intermedio,7800000,8050000,0,0,8050000,56813,8106813,5600000,2450000,30.4,2472725,Carlos Méndez,Norte,Senior,259210,Cuotas 12x,Web,0,0,1,1,0,4
VTA-03615,2023-03-14,2023,3,Q1,Renault Duster,Renault,SUV,Intermedio,9800000,9700000,0,0,9700000,425831,10125831,7100000,2600000,26.8,2770332,Carlos Méndez,Norte,Senior,312340,Contado,Web,0,0,2,15,0,4
VTA-01942,2023-03-14,2023,3,Q1,Chevrolet Onix,Chevrolet,Hatchback,Económico,5800000,5650000,5,282500,5367500,0,5367500,4200000,1167500,21.8,1167500,Sofía Herrera,Sur,Senior,185179,Cuotas 12x,Showroom,0,0,0,3,1,5
VTA-00393,2023-03-14,2023,3,Q1,Toyota Hilux,Toyota,Pickup,Premium,28000000,28800000,4,1152000,27648000,0,27648000,19800000,7848000,28.4,7848000,Paula Gómez,Centro,Senior,922061,Contado,Showroom,0,0,0,3,1,1
VTA-00892,2023-03-14,2023,3,Q1,Jeep Compass,Jeep,SUV,Luxury,25000000,24200000,0,0,24200000,158328,24358328,17800000,6400000,26.4,6463331,Valentina Cruz,Este,Senior,862730,Contado,Instagram,0,0,1,3,0,4
VTA-00957,2023-03-15,2023,3,Q1,BMW Serie 3,BMW,Sedán,Luxury,48000000,46700000,1,467000,46233000,0,46233000,33600000,12633000,27.3,12633000,Joaquín Torres,Sur,Semi-Senior,1262161,Contado,Referido,0,0,0,6,1,5
VTA-01273,2023-03-15,2023,3,Q1,Toyota SW4,Toyota,SUV,Luxury,42000000,41600000,0,0,41600000,0,41600000,29500000,12100000,29.1,12100000,Paula Gómez,Centro,Senior,1387360,Cuotas 24x,Instagram,0,0,0,1,1,4
VTA-01722,2023-03-15,2023,3,Q1,Toyota Yaris,Toyota,Hatchback,Intermedio,8500000,8150000,0,0,8150000,218685,8368685,6100000,2050000,25.2,2137474,Joaquín Torres,Sur,Semi-Senior,222495,Cuotas 24x,WhatsApp,1,3600000,1,6,1,1
VTA-00455,2023-03-15,2023,3,Q1,Ford EcoSport,Ford,SUV,Intermedio,10500000,9950000,2,199000,9751000,125959,9876959,7600000,2151000,22.1,2201383,Joaquín Torres,Sur,Semi-Senior,266202,Cuotas 24x,Showroom,0,0,1,6,0,4
VTA-03487,2023-03-16,2023,3,Q1,Chevrolet Onix,Chevrolet,Hatchback,Económico,5800000,5500000,0,0,5500000,111528,5611528,4200000,1300000,23.6,1344611,Lucía Fernández,Norte,Semi-Senior,144375,Plan de ahorro,Instagram,0,0,1,9,1,3
VTA-00944,2023-03-17,2023,3,Q1,Renault Sandero,Renault,Hatchback,Económico,4800000,4800000,4,192000,4608000,106427,4714427,3500000,1108000,24.0,1150570,Diego Romero,Centro,Junior,101376,Cuotas 24x,Instagram,1,950000,1,2,0,4
VTA-03618,2023-03-17,2023,3,Q1,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9150000,1,91500,9058500,205567,9264067,6900000,2158500,23.8,2240726,Carlos Méndez,Norte,Senior,291684,Cuotas 12x,Web,1,4050000,2,5,0,5
VTA-02054,2023-03-18,2023,3,Q1,Chevrolet S10,Chevrolet,Pickup,Premium,23000000,23050000,5,1152500,21897500,57758,21955258,16500000,5397500,24.6,5420603,Joaquín Torres,Sur,Semi-Senior,597802,Contado,Web,0,0,1,1,1,5
VTA-02568,2023-03-18,2023,3,Q1,Renault Kwid,Renault,Hatchback,Económico,3500000,3300000,0,0,3300000,381171,3681171,2600000,700000,21.2,852468,Lucía Fernández,Norte,Semi-Senior,86625,Cuotas 36x,Showroom,0,0,2,8,1,3
VTA-00112,2023-03-18,2023,3,Q1,BMW Serie 3,BMW,Sedán,Luxury,48000000,48350000,1,483500,47866500,260007,48126507,33600000,14266500,29.8,14370502,Diego Romero,Centro,Junior,1053063,Cuotas 12x,Showroom,0,0,1,21,1,5
VTA-02002,2023-03-19,2023,3,Q1,Chevrolet S10,Chevrolet,Pickup,Premium,23000000,21950000,1,219500,21730500,0,21730500,16500000,5230500,24.1,5230500,Lucía Fernández,Norte,Semi-Senior,570426,Cuotas 24x,Instagram,0,0,0,22,1,5
VTA-01609,2023-03-19,2023,3,Q1,Renault Sandero,Renault,Hatchback,Económico,4800000,4750000,2,95000,4655000,389038,5044038,3500000,1155000,24.8,1310615,Martín López,Oeste,Junior,93100,Cuotas 24x,Llamada entrante,1,1800000,2,3,0,5
VTA-02522,2023-03-19,2023,3,Q1,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,10400000,2,208000,10192000,442659,10634659,7900000,2292000,22.5,2469063,Lucía Fernández,Norte,Semi-Senior,267540,Cuotas 12x,Referido,0,0,2,15,1,5
VTA-03144,2023-03-19,2023,3,Q1,Jeep Compass,Jeep,SUV,Luxury,25000000,23800000,0,0,23800000,160965,23960965,17800000,6000000,25.2,6064386,Diego Romero,Centro,Junior,523600,Cuotas 12x,Showroom,0,0,1,37,1,5
VTA-00466,2023-03-19,2023,3,Q1,Toyota Corolla,Toyota,Sedán,Intermedio,14500000,14850000,1,148500,14701500,183323,14884823,10200000,4501500,30.6,4574829,Lucía Fernández,Norte,Semi-Senior,385914,Contado,Showroom,1,4500000,1,8,1,4
VTA-02288,2023-03-19,2023,3,Q1,Honda HR-V,Honda,SUV,Premium,15500000,15000000,0,0,15000000,166744,15166744,11000000,4000000,26.7,4066697,Martín López,Oeste,Junior,300000,Contado,WhatsApp,1,5450000,1,71,1,1
VTA-03387,2023-03-19,2023,3,Q1,Ford Territory,Ford,SUV,Premium,18000000,18000000,2,360000,17640000,57405,17697405,12900000,4740000,26.9,4762962,Sofía Herrera,Sur,Senior,608580,Cuotas 12x,WhatsApp,0,0,1,8,1,5
VTA-00743,2023-03-19,2023,3,Q1,Volkswagen Polo,Volkswagen,Hatchback,Intermedio,7800000,7450000,0,0,7450000,426308,7876308,5600000,1850000,24.8,2020523,Lucía Fernández,Norte,Semi-Senior,195562,Contado,WhatsApp,1,2550000,2,24,1,4
VTA-03185,2023-03-19,2023,3,Q1,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11200000,3,336000,10864000,0,10864000,8200000,2664000,24.5,2664000,Joaquín Torres,Sur,Semi-Senior,296587,Contado,Showroom,0,0,0,1,1,3
VTA-02840,2023-03-19,2023,3,Q1,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11650000,4,466000,11184000,470380,11654380,8200000,2984000,26.7,3172152,Valentina Cruz,Este,Senior,398710,Cuotas 36x,Instagram,1,4900000,2,3,1,5
VTA-01354,2023-03-20,2023,3,Q1,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,10550000,2,211000,10339000,0,10339000,7900000,2439000,23.6,2439000,Joaquín Torres,Sur,Semi-Senior,282255,Plan de ahorro,Showroom,1,3800000,0,11,1,5
VTA-03987,2023-03-20,2023,3,Q1,Ford Ka,Ford,Hatchback,Económico,4000000,3850000,2,77000,3773000,0,3773000,2950000,823000,21.8,823000,Valentina Cruz,Este,Senior,134507,Cuotas 24x,Web,1,1150000,0,3,1,5
VTA-00769,2023-03-20,2023,3,Q1,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9350000,1,93500,9256500,358468,9614968,6900000,2356500,25.5,2499887,Carlos Méndez,Norte,Senior,298059,Contado,WhatsApp,1,3300000,2,6,1,5
VTA-02848,2023-03-20,2023,3,Q1,Jeep Compass,Jeep,SUV,Luxury,25000000,23600000,1,236000,23364000,0,23364000,17800000,5564000,23.8,5564000,Sofía Herrera,Sur,Senior,806058,Contado,Web,0,0,0,5,1,5
VTA-00969,2023-03-20,2023,3,Q1,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,11250000,2,225000,11025000,0,11025000,7900000,3125000,28.3,3125000,Valentina Cruz,Este,Senior,393041,Leasing,Web,0,0,0,3,0,3
VTA-00326,2023-03-20,2023,3,Q1,Toyota Hilux,Toyota,Pickup,Premium,28000000,27700000,0,0,27700000,157874,27857874,19800000,7900000,28.5,7963149,Joaquín Torres,Sur,Semi-Senior,756210,Cuotas 24x,Referido,0,0,1,8,1,4
VTA-00967,2023-03-20,2023,3,Q1,Renault Duster,Renault,SUV,Intermedio,9800000,9300000,2,186000,9114000,0,9114000,7100000,2014000,22.1,2014000,Sofía Herrera,Sur,Senior,314433,Cuotas 12x,Web,0,0,0,1,1,4
VTA-00114,2023-03-21,2023,3,Q1,Ford EcoSport,Ford,SUV,Intermedio,10500000,10000000,0,0,10000000,0,10000000,7600000,2400000,24.0,2400000,Lucía Fernández,Norte,Semi-Senior,262500,Contado,Showroom,0,0,0,8,1,5
VTA-02313,2023-03-21,2023,3,Q1,Toyota SW4,Toyota,SUV,Luxury,42000000,40900000,3,1227000,39673000,0,39673000,29500000,10173000,25.6,10173000,Diego Romero,Centro,Junior,872806,Cuotas 36x,Web,0,0,0,5,1,4
VTA-00502,2023-03-21,2023,3,Q1,Honda HR-V,Honda,SUV,Premium,15500000,14900000,0,0,14900000,0,14900000,11000000,3900000,26.2,3900000,Sofía Herrera,Sur,Senior,514050,Plan de ahorro,Web,1,3450000,0,11,1,4
VTA-00788,2023-03-22,2023,3,Q1,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,10450000,1,104500,10345500,286184,10631684,7900000,2445500,23.6,2559973,Valentina Cruz,Este,Senior,368817,Cuotas 12x,Referido,1,2850000,1,2,0,5
VTA-01800,2023-03-22,2023,3,Q1,Toyota Hilux,Toyota,Pickup,Premium,28000000,27700000,0,0,27700000,153906,27853906,19800000,7900000,28.5,7961562,Joaquín Torres,Sur,Semi-Senior,756210,Cuotas 12x,Showroom,0,0,1,19,1,5
VTA-00343,2023-03-22,2023,3,Q1,Mercedes-Benz GLA,Mercedes-Benz,SUV,Luxury,52000000,49050000,3,1471500,47578500,326909,47905409,36400000,11178500,23.5,11309263,Sofía Herrera,Sur,Senior,1641458,Cuotas 24x,Showroom,0,0,2,16,1,5
VTA-00373,2023-03-22,2023,3,Q1,Renault Sandero,Renault,Hatchback,Económico,4800000,4800000,2,96000,4704000,495976,5199976,3500000,1204000,25.6,1402390,Joaquín Torres,Sur,Semi-Senior,128419,Cuotas 36x,Web,0,0,2,4,0,4
VTA-01954,2023-03-23,2023,3,Q1,Jeep Renegade,Jeep,SUV,Premium,17500000,18150000,0,0,18150000,0,18150000,12500000,5650000,31.1,5650000,Lucía Fernández,Norte,Semi-Senior,476438,Plan de ahorro,Referido,0,0,0,1,0,4
VTA-00531,2023-03-23,2023,3,Q1,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,11350000,2,227000,11123000,202148,11325148,7900000,3223000,29.0,3303859,Joaquín Torres,Sur,Semi-Senior,303658,Contado,Referido,1,3900000,1,7,1,4
VTA-01080,2023-03-23,2023,3,Q1,Renault Kwid,Renault,Hatchback,Económico,3500000,3400000,4,136000,3264000,112667,3376667,2600000,664000,20.3,709066,Diego Romero,Centro,Junior,71808,Cuotas 36x,Referido,1,650000,1,4,0,4
VTA-03966,2023-03-24,2023,3,Q1,Mercedes-Benz GLA,Mercedes-Benz,SUV,Luxury,52000000,48950000,0,0,48950000,0,48950000,36400000,12550000,25.6,12550000,Paula Gómez,Centro,Senior,1632482,Cuotas 12x,Web,1,13150000,0,1,0,5
VTA-03827,2023-03-24,2023,3,Q1,Jeep Compass,Jeep,SUV,Luxury,25000000,24700000,0,0,24700000,0,24700000,17800000,6900000,27.9,6900000,Carlos Méndez,Norte,Senior,795340,Cuotas 12x,Showroom,1,9750000,0,24,1,5
VTA-03347,2023-03-24,2023,3,Q1,Volkswagen Gol,Volkswagen,Hatchback,Económico,4200000,4250000,0,0,4250000,0,4250000,3100000,1150000,27.1,1150000,Martín López,Oeste,Junior,85000,Cuotas 12x,Showroom,0,0,0,1,1,4
VTA-03696,2023-03-25,2023,3,Q1,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,21200000,0,0,21200000,478799,21678799,15800000,5400000,25.5,5591519,Diego Romero,Centro,Junior,466400,Cuotas 12x,Referido,0,0,2,35,1,2
VTA-00334,2023-03-25,2023,3,Q1,Renault Oroch,Renault,Pickup,Intermedio,13000000,12300000,1,123000,12177000,0,12177000,9400000,2777000,22.8,2777000,Valentina Cruz,Este,Senior,434110,Cuotas 12x,Web,0,0,0,4,1,5
VTA-01901,2023-03-25,2023,3,Q1,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11350000,0,0,11350000,161926,11511926,8200000,3150000,27.8,3214770,Lucía Fernández,Norte,Semi-Senior,297938,Contado,Referido,0,0,1,11,1,2
VTA-03996,2023-03-25,2023,3,Q1,Ford EcoSport,Ford,SUV,Intermedio,10500000,10300000,2,206000,10094000,108430,10202430,7600000,2494000,24.7,2537372,Joaquín Torres,Sur,Semi-Senior,275566,Contado,Web,0,0,1,1,0,1
VTA-03665,2023-03-26,2023,3,Q1,Ford Ranger,Ford,Pickup,Premium,24000000,24950000,4,998000,23952000,0,23952000,17200000,6752000,28.2,6752000,Sofía Herrera,Sur,Senior,826344,Cuotas 36x,Referido,1,7150000,0,13,1,3
VTA-00505,2023-03-26,2023,3,Q1,Chevrolet Tracker,Chevrolet,SUV,Intermedio,12500000,12450000,2,249000,12201000,0,12201000,9000000,3201000,26.2,3201000,Diego Romero,Centro,Junior,268422,Contado,Web,0,0,0,9,0,4
VTA-00831,2023-03-27,2023,3,Q1,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9850000,1,98500,9751500,358768,10110268,6900000,2851500,29.2,2995007,Sofía Herrera,Sur,Senior,336427,Cuotas 12x,Web,0,0,2,9,1,2
VTA-00945,2023-03-27,2023,3,Q1,Jeep Renegade,Jeep,SUV,Premium,17500000,17650000,0,0,17650000,0,17650000,12500000,5150000,29.2,5150000,Valentina Cruz,Este,Senior,629222,Contado,Web,1,7400000,0,4,1,5
VTA-00750,2023-03-27,2023,3,Q1,Renault Duster,Renault,SUV,Intermedio,9800000,9600000,0,0,9600000,177237,9777237,7100000,2500000,26.0,2570894,Valentina Cruz,Este,Senior,342240,Contado,Web,0,0,1,50,1,3
